userid,name,screenname,location,accountcreated,follower,friend,verified
1034297040,Calon Istrimu,ummuadlan,"Demak, Indonesia",2012-12-25,165,511,0
66964679,Dewi Raida,dewiraidaaa,"Cimahi Selatan, Indonesia",2009-08-19,720,469,0
1171398158225567745,paa,cheesychiicpa,Indonesia,2019-09-10,10,26,0
70655301,ᨈᨕᨘ ᨕᨚᨁᨗ ⚪,asnur_ns,"Makassar, Indonesia",2009-09-01,582,509,0
2166074262,Willy Wonka,18sore,Indonesia,2013-10-31,448,425,0
1065644775431270400,ASR,asriaunnie,"Banjarnegara, Indonesia",2018-11-22,177,222,0
1200530265245749248,Ygtdeh👹,Alvinaamiliaa,"Pati, Indonesia",2019-11-29,101,173,0
155393013,tepu no teputepu,upetkopet,Indonesia,2010-06-14,599,508,0
1005754925278613504,dil,chikenbakar,Banjarmasin,2018-06-10,340,430,0
1002210865473441792,Pejalan jalan,Titaanisme,"Semarang, Jawa Tengah",2018-05-31,203,187,0
217683667,Amanda,yovitaulia,"Bogor, Indonesia",2010-11-20,566,148,0
487334392,weed,kodchu,Indonesia,2012-02-09,201,192,0
634273231,Separuhmu 💅,chikaa_azzahra,X u n q i,2012-07-13,412,94,0
149192560,Mayo,onemellowidiot,"Here, there, everywhere",2010-05-28,293,551,0
125632497,Kikyy.,kikyypw,Surabaya ,2010-03-23,570,885,0
887431544658214912,asfgh.,Myaprhstn09_,"Purwokerto, Jawa Tengah ",2017-07-18,371,253,0
550128567,AD Puspitasari,adpuspitasari,"South Borneo, Indonesia",2012-04-10,597,114,0
1175429823633612800,I K Y,rizkyalfatha,Bekasi - Bandung ,2019-09-21,3,16,0
391786466,🔖,diknadd,Indonesia,2011-10-16,1025,393,0
1115044789311795201,elepha,kyasfiya,Indonesia,2019-04-08,54,148,0
1127380778029993985,13m.16,13man19,dk_id.,2019-05-12,8,491,0
253935477,🍉,zryalfath,Indonesia,2011-02-18,437,391,0
134097344,GINA!,ginaprameswari,Indonesia,2010-04-17,376,224,0
77445411,Apreiska Gilang R,apreiskagilang,"Surabaya, Indonesia",2009-09-26,1225,469,0
1344187623124824065,nganga🤣,adamsumartawijy,Indonesia,2020-12-30,135,158,0
627203509,Fey🌻,kamilazni_,"Surakarta, Jawa Tengah",2012-07-05,251,255,0
1108969857649762304,Gatri,Gatriiii_,Indonesia,2019-03-22,12,46,0
1257853756697219072,Elsa Kecapean,ratuelsa_lelah,Indonesia,2020-05-06,13,99,0
103758964,Eki,ekikol,Indonesia,2010-01-11,1118,494,0
74776195,andre sinaga™,andre_sinaga,"Jakarta,Indonesia",2009-09-16,1508,724,0
897829160793419776,R,mrapr_,Indonesia,2017-08-16,54,68,0
288605625,Michael Christian,MikeChristian,Stamford Bridge,2011-04-27,206,265,0
537157513,A Z I Z,mochammadalaziz,Indonesia,2012-03-26,376,338,0
247721992,k a n c a h,aldtkpr,Neverland,2011-02-05,634,279,0
797469121,cloud bread,indahhlmtss,Indonesia,2012-09-02,305,284,0
376013344,ㅠㅅㅠ,lury_mkp,Indonesia,2011-09-19,274,844,0
191046525,Mel🌸,melatidianadwi,"Bandung, Indonesia",2010-09-15,1482,318,0
354089086,Mitry Ohorella,utamitry_,Yogyakarta,2011-08-13,1111,283,0
196484628,ꦪꦩ,IzkyNandra,Krida Hangudi Jaya,2010-09-29,145,71,0
2289804463,RIRIN,Ekarina_pu3,Banjarmasin - Kalsel,2014-01-13,127,290,0
77445411,Apreiska Gilang R,apreiskagilang,"Surabaya, Indonesia",2009-09-26,1225,469,0
1110512630,trisetia permatasari,trisetia_sari,parisj van java,2013-01-22,259,291,0
375364671,Cuns,fahriajii,Indonesia,2011-09-18,278,203,0
1208985358441992194,pandaaa_10,farasalsabil3,Indonesia,2019-12-23,35,9,0
1330188841890811910,andal | jual netflix 30k antihold,AndalCoi,BCA DANA GOPAY OVO SHOPEEPAY,2020-11-21,871,785,0
505919627,waffle,khoerrunnisa,Indonesia,2012-02-27,360,214,0
1014800325721522176,dandelion,risakartikap,Indonesia,2018-07-05,22,180,0
268550459,wardyandaru,wardyandaru,"Surakarta, Indonesia",2011-03-19,307,299,0
881235014867800064,KEMPRET YUK,chriswnr_,"Semarang, Jawa Tengah",2017-07-01,14,24,0
1267591211767873536,ann.,yourldandelion,南京,2020-06-01,1247,1232,0
1100169578,𝖘𝖙𝖔𝖗𝖒𝖎🦋,lilacishgirl,Indonesia,2013-01-18,399,247,0
1092993290566217728,ninamayy,orarewell,"Kediri, Jawa Timur",2019-02-06,119,489,0
887431544658214912,asfgh.,Myaprhstn09_,"Purwokerto, Jawa Tengah ",2017-07-18,371,253,0
439753095,Dwi A Nursetianingrum,dwAyun,Sparkling Soul¤,2011-12-18,314,170,0
810360407290417153,Random guy,Rdmg8991,Indonesia,2016-12-18,7,360,0
1351111269647077378,tatjchana,tatjchana,Indonesia,2021-01-18,0,24,0
1131861712582238210,flutter,imooyy_,Indonesia,2019-05-24,420,411,0
388190238,IDN Times,idntimes,Indonesia,2011-10-10,406772,287,1
85006993,Hana Noor Fitriani,hananoors,Indonesia,2009-10-25,484,487,0
214346167,Willy the Pun,CilokBBQ,Bandung,2010-11-11,274,512,0
1318853792893300737,IDN Times Jabar,IDNTimesJabar,"Jawa Barat, Indonesia",2020-10-21,56,12,0
46346803,Anzi Fitriani,anziyazid,+62/INA,2009-06-11,424,115,0
84768223,Wanda Novika,wandanovk,"Jakarta Selatan, DKI Jakarta",2009-10-24,487,292,0
96954730,Hazlia Aini (Hazel),liablqs,"Jakarta, Indonesia.",2009-12-15,679,478,0
533871600,bakpao pathok,mamakyupi,Karanganyar. Jawa Tengah,2012-03-23,628,191,0
1250656300926554112,Lucia Widyastuti,Luciawidya4,"Tangerang, Indonesia",2020-04-16,125,357,0
1016008913232117760,Halonthx,lesya9339,Indonesia,2018-07-08,10,269,0
1376213144,Indomiegoreng!,AsmaraniPratama,Planet Pluto,2013-04-24,264,179,0
797026798324224000,im your princess,KaguyaHaruno,"Kota Surabaya, Jawa Timur",2016-11-11,408,555,0
1021386038,Lituhayu,Paranggendis,selangkangan dajjal ,2012-12-19,31111,59,0
94868921,"Riwoe Jr., N. E.",NicOakley,Riyadh,2009-12-05,105,163,0
1687669813,al,aldsnr,Indonesia,2013-08-21,236,260,0
1963742822,Hendry,HendryH11,Indonesia,2013-10-16,30,350,0
1258544740531728384,menolak sober,polijiwa,"Surgana, India",2020-05-07,4,92,0
236250565,H,HasymieDH,Indonesia,2011-01-10,731,356,0
266947350,pil,aviraahs,Indonesia,2011-03-16,753,412,0
1646933869,Nabillah,nabillahaa,"Pacitan, jawa timur",2013-08-05,281,355,0
275060653,Lacarnum Inflamari,mndcracked,"일산-동, 고양-시, 경기-도",2011-03-31,352,288,0
222010936,Lisa,normalisaey,Indonesia,2010-12-02,620,458,0
1182074546905501696,Bananabon✨🐰,jeonbonbon16,Indonesia,2019-10-09,47,165,0
1577562282,Faa,aifanurr,Indonesia,2013-07-08,304,290,0
2263268712,salmon,QonitaPK,"Bandar Lampung , Indonesia",2013-12-26,97,58,0
2591432965,sarah,sarahrosanna,"Medan,Indonesia",2014-06-27,886,50,0
2263268712,salmon,QonitaPK,"Bandar Lampung , Indonesia",2013-12-26,97,58,0
314603127,Calon Kades,bagindaoloan,rest area,2011-06-10,279,458,0
196513660,Eihan | HLVisual Staff,_Eihan_,Unova,2010-09-29,495,379,0
1067022348061093888,aku bukan miwa.,mftjannah,Indonesia,2018-11-26,10,49,0
1186349561620492288,matcha ma,ilubhusomatchaa,Indonesia,2019-10-21,11,155,0
447921481,Masiroh A,Rinjanihah,Indonesia,2011-12-27,466,253,0
114338365,Sabrina Nurfadilla,sabichaa,under sky same as you,2010-02-15,423,468,0
984692755908579328,noona nya exo,uniang_kamek,"Padang Panjang Barat, Indonesi",2018-04-13,41,214,0
1715135526,Winda,Awindaaas,"Luwu Utara, Sulawesi Selatan",2013-08-31,400,202,0
113557125,Vilza Raihany,vilzaraihany,Indonesia,2010-02-12,392,234,0
1330188841890811910,andal | jual netflix 30k antihold,AndalCoi,BCA DANA GOPAY OVO SHOPEEPAY,2020-11-21,871,785,0
276334856,Andri TS,Andri3o,L - N - L - H - L,2011-04-03,487,706,0
1011521289952026626,bby🐣,vnnvyn,"Ubud, Indonesia",2018-06-26,156,830,0
344464791,PeaButter,chobutterr,"East Borneo, Indonesia",2011-07-29,319,90,0
374394478,MiftahulJ,Miftong,Banyuwangi-Indonesia,2011-09-16,496,375,0
114763699,Agustav,AgustavSC,Jakarta,2010-02-16,157,716,0
234288910,dewi sekarsari,D_sekarsari,Indonesia,2011-01-05,367,759,0
1260696354,intan paradictha,paradictha,BALI,2013-03-12,397,470,0
541654826,🐴,hanannnn___,Indonesia,2012-03-31,531,91,0
1316592321232662528,babatgongsoo,mkukuhsyh,"Semarang, Jawa Tengah",2020-10-15,16,55,0
1214527066248400897,Cayani,cahyaanidl,Indonesia,2020-01-07,35,51,0
1254187705,dipy,lemonadme,Indonesia,2013-03-09,401,421,0
555801245,Dinds,dinds22,"Bandung, Jawa Barat",2012-04-17,1494,489,0
1259388007137722371,D,mangstapbetol,Indonesia,2020-05-10,9,22,0
1241545321504620545,Anis,axaxp02,i'm forget where i came from,2020-03-22,28,43,0
926388764015976448,𝕊 𝔸 𝕊 𝔸🌻,raonkinderjoy,HELL,2017-11-03,34,202,0
537036944,Ratnas,raratna_kim,Kota Hujan,2012-03-26,733,499,0
1220643602801422337,મેઝા 👨🏼‍🚀☁️,xxxmaxlll,JKT,2020-01-24,784,598,0
237286460,meme,meganitars,"Probolinggo, Jawa Timur",2011-01-12,622,168,0
144452223,cawa,Salwaass,Indonesia,2010-05-16,1213,289,0
537036944,Ratnas,raratna_kim,Kota Hujan,2012-03-26,733,499,0
1336491261537107969,"Fr Matthew Hall, Ofm",Matt_FelizHall,"Santa Monica, CA",2020-12-09,442,431,0
908909103522635776,Hey Tayo,pasukanayoayo,Indonesia,2017-09-16,155,429,0
244837909,ACIL 👱🏻‍♀️,girlnamedAyu,Jawa timur,2011-01-30,308,321,0
537036944,Ratnas,raratna_kim,Kota Hujan,2012-03-26,733,499,0
537036944,Ratnas,raratna_kim,Kota Hujan,2012-03-26,733,499,0
537036944,Ratnas,raratna_kim,Kota Hujan,2012-03-26,733,499,0
86904853,mindia mardiningtyas,tyasmindia,Lombok Utara,2009-11-02,376,168,0
537036944,Ratnas,raratna_kim,Kota Hujan,2012-03-26,733,499,0
537036944,Ratnas,raratna_kim,Kota Hujan,2012-03-26,733,499,0
537036944,Ratnas,raratna_kim,Kota Hujan,2012-03-26,733,499,0
340885412,Taaa,titaswari,YK,2011-07-23,360,315,0
537036944,Ratnas,raratna_kim,Kota Hujan,2012-03-26,733,499,0
537036944,Ratnas,raratna_kim,Kota Hujan,2012-03-26,733,499,0
536164639,-,nurulannisa313,03:54,2012-03-25,999,306,0
251299872,gik,adanggiia,Riau,2011-02-12,842,779,0
1243429318635606016,iniyayas,iniyayas1,"Jawa Timur, Indonesia",2020-03-27,19,18,0
336916912,si,Abjadmal,Unknown,2011-07-17,348,430,0
211427787,Cippaaa,ccippaaa,Indonesia,2010-11-03,596,411,0
453531924,.,reshaalieff,Indonesia,2012-01-03,526,230,0
404039631,aquarius,ulisimanjuntak_,Indonesia,2011-11-03,960,984,0
1086161295206797312,Ekaagusprata,panggilajaboboy,Indonesia,2019-01-18,35,59,0
1166604586884333568,....,cutegirl_52,Indonesia,2019-08-28,346,24,0
1330188841890811910,andal | jual netflix 30k antihold,AndalCoi,BCA DANA GOPAY OVO SHOPEEPAY,2020-11-21,871,785,0
1323926203250585602,mawar,mawarandputih,Indonesia,2020-11-04,0,1,0
1105592642459455488,gatau,gataula16729,Indonesia,2019-03-12,2,72,0
1249176927870435330,ayeu,ayuty_,Indonesia,2020-04-12,4,37,0
1342104290668646406,Inayah Thoyyibah,InayahThoyyibah,Indonesia,2020-12-24,0,19,0
744672007,arthur,pungkyadeputra,Indonesia,2012-08-08,85,112,0
81546167,angelina misi,angelinaliut,Jakarta,2009-10-11,1149,972,0
1189715801449746432,Meee,panpardi,Indonesia,2019-10-31,33,100,0
1553526698,🌵,nishrinfrha,Id. ,2013-06-28,192,322,0
1077178342292373504,kentang.premium,anikumay,"Wonosobo, Indonesia",2018-12-24,562,355,0
350281879,marshall,auliamedicaa,sub-cgk,2011-08-07,792,592,0
1107921980999622656,Aku Benci'21,rasasygku,Indonesia,2019-03-19,287,1006,0
1105592642459455488,gatau,gataula16729,Indonesia,2019-03-12,2,72,0
1323926203250585602,mawar,mawarandputih,Indonesia,2020-11-04,0,1,0
1256822201774309377,cannotsleep,this_itsmee,Indonesia,2020-05-03,7,31,0
337025889,Chyntia Putri Alifah,putribaskoro_,"Malang, Jawa Timur",2011-07-17,434,330,0
110959945,advtp,adventesha,Indonesia,2010-02-03,1513,240,0
1163236287127552001,فيدول سٓلالو باهاكيا,Halukujadinyata,Indonesia,2019-08-18,14,89,0
1232568858600341505,.,Mita_alll,Ranah Minang Tercinta,2020-02-26,1660,964,0
1308854437,✨,inidanisha,Indonesia,2013-03-27,119,60,0
97408380,Puji Meilawati,puzipradana,Indonesia,2009-12-17,229,165,0
1012294704,sagi,groovybeen,Jakarta-Indonesia,2012-12-15,262,147,0
194381920,fifi,fifi_almadina,Samarinda - Indonesia,2010-09-24,364,1164,0
377972863,Zakiah Nurviani,ZakiahNurviani,Indonesia,2011-09-22,208,329,0
576078833,Hun👑,alviandahani,Indonesia,2012-05-10,296,103,0
234672691,ESF,eshyfaf,"Kota Bandung, Jawa Barat",2011-01-06,142,49,0
234263683,Mailani Citra,maichtra,Indonesia,2011-01-05,1157,488,0
1027771295113465857,wishingpolaris⁷,wishingpolaris,+62,2018-08-10,29,576,0
245682997,R🐝,ririestrisn,Indonesia,2011-02-01,160,114,0
1170555619067084800,nnnnnnnnn,NafisRisma,Indonesia,2019-09-08,24,131,0
921623372592594944,Fay,fafaaayaa,Bandung aja,2017-10-21,340,352,0
58119524,OLAFSTRIDA,dindaastrida,Lembah hijau penuh bunga,2009-07-19,433,4998,0
1330188841890811910,andal | jual netflix 30k antihold,AndalCoi,BCA DANA GOPAY OVO SHOPEEPAY,2020-11-21,871,785,0
1291137933647388672,Paklurah.id,Paklurahid,Indonesia,2020-08-05,0,13,0
458108175,Amaliaaa,wiwadidaw,"Maluku Utara, Indonesia",2012-01-08,1371,430,0
1142097619,piqi baiq,algho_fiqi,"Indramayu,indonesia",2013-02-02,217,222,0
1322038125217017856,jia kapan gak loyo?,bljiss,@menyewakan’s thai specialist,2020-10-30,147,165,0
1352233869819342850,j e a n n e. | jasa paypal & tf won open,iuntro,She/her,2021-01-21,428,404,0
3845272093,gatau ah,Males___,"Pekanbaru, Riau",2015-10-10,1010,355,0
190547823,yakalidan,danannisa,medan,2010-09-14,294,162,0
397109008,Bil,NimaNabila,Indonesia,2011-10-24,322,219,0
114696394,Emak emak insecure,emak_insekyur,"Jakarta, Indonesia",2010-02-16,579,652,0
143818129,Sophia Ekaristi 吴福娟,sopi_sophia,"Bandung, Indonesia",2010-05-14,873,698,0
1329082285526720516,RiskaAprilia,RiskAprilia07,Indonesia,2020-11-18,10,22,0
3310381016,Nothing,Anaphalis_jvnic,Indonesia,2015-08-09,283,365,0
180745792,Willaayy,AdityaWillyK,Indonesia,2010-08-20,291,310,0
723882966,aku lala,prillaulala,ak dimana y,2012-07-29,2475,2071,0
1351873686437957634,insex.curity,insex_curity,Indonesia,2021-01-20,1,49,0
1320699217606709250,Vcstrusted,Vcstrusted25,Indonesia,2020-10-26,62,1,0
1159766295157473280,🍑,v0dk4tok_,"DKI Jakarta, Indonesia",2019-08-09,242,309,0
777612552,Rokini,rokinisparkyu_,"Indramayu, Indonesia",2012-08-24,2971,1837,0
114696394,Emak emak insecure,emak_insekyur,"Jakarta, Indonesia",2010-02-16,579,652,0
81241970,🅓🅘🅣🅨🅐,adityaputriwidi,"Yogyakarta, Indonesia",2009-10-10,9659,379,0
1207699176034717698,Tiara•Pratiwi,tiaraaaaprtw,"DKI Jakarta, Indonesia",2019-12-19,15,97,0
1598485538,Camelia,camel_iayu,Indonesia,2013-07-16,130,37,0
1319107902070685696,Bebek,mpusgajelas,Indonesia,2020-10-22,75,86,0
1068350321615720449,Diaz,DiazWahyuF,"Banyuwangi, Indonesia",2018-11-30,18,221,0
1191765197364461570,.....,eeesmeralda_,universitas luar biyasaaahhhh,2019-11-05,397,276,0
72234036,Evil Bacteria,Bakterijahaat,"Darwin, Northern Territory",2009-09-07,629,605,0
332223862,ayam goreng,isfauz_,"Semarang, Indonesia",2011-07-09,518,469,0
236406114,Sabrina,sabyzilla,+62 - (0542),2011-01-10,332,296,0
2333543190,lalarasaa,123123hehe,"Medan Kota, Indonesia",2014-02-08,479,305,0
1159676091105021952,kamu cakep🌻,xunflowersx,Indonesia,2019-08-09,512,4860,0
1156139574,pemikir males potong rambut,wittoge,Semarang,2013-02-07,549,663,0
1275504495359737857,Dani,danrindu3,Mojokerto,2020-06-23,5,130,0
1255747339907547136,Halim Maulana,Maulanapc04,Indonesia,2020-04-30,77,96,0
1246173564627070976,iyan:minhee-gksuka?mute✨,komikngidol,surga,2020-04-03,235,317,0
1383992683,calon avatar,drgelby,capital city of Indonesia,2013-04-27,312,249,0
290939924,Ayum,arumk96,Indonesia,2011-05-01,634,503,0
238016737,🌻,caciraaa,"Kota Surabaya, Jawa Timur",2011-01-14,447,385,0
1155808353135710215,Okta Ryan H,OktaRyanH,"☆Sama'an,Kota Malang,JawaTimur",2019-07-29,16,333,0
98905829,Herdinda Indah,indaherdinda,Indonesia,2009-12-23,277,295,0
55996380,H R S,hrstyd,Indonesia,2009-07-12,202,161,0
1003108937674059776,Ophi,Noviana36736402,"Tegal, Jawa Tengah",2018-06-03,7,74,0
90091448,anin,nindnindita,"ÜT: -5.397871,105.228693",2009-11-15,389,212,0
373830405,Fenni Pebriyani,FenniPeb,Indonesia,2011-09-15,1243,776,0
399354343,nandol,07enambelas,Indonesia,2011-10-27,496,196,0
341318905,mamasukanisa,AnisaAgtr,Milky way,2011-07-24,528,275,0
1023762131907272704,YuliusEbot,EbotYulius,Filsuf,2018-07-30,24,233,0
1351168521045217287,thrift 3k-20k | Thriftshop Murah Malang📌,pilahpilihbaju,"Malang, Jawa Timur",2021-01-18,263,376,0
1267897782309801984,yey,ytrstbj,Indonesia,2020-06-02,1246,1196,0
921225425887432704,Mifta Shabachたこ姫🐙,Michan1898,ジャカルタ,2017-10-20,115,115,0
2306171660,BaBe - Baca Berita,BacaDiBaBe,Indonesia,2014-01-23,5156,48,0
950057303843078146,Moi,Maya070716,Indonesia,2018-01-07,65,1832,0
544746833,Paann.. Paaaaaannnnnnnnn,alfani_rozana,"Cikarang Selatan, Bekasi",2012-04-04,239,1649,0
1295005778382749696,Dani Nur'aini 🌻,sugrplum16,Indonesia,2020-08-16,330,324,0
438361272,Siwi Cahyaningtyas,siwaaayyy,Indonesia,2011-12-16,313,220,0
899969252,anes,dwi_anestiaa,Indonesia,2012-10-23,298,220,0
1963938043,Pacar Kamu nih,alfiiraaa,Indonesia,2013-10-16,163,93,0
1157313807863042049,calypso,shasallia,Indonesia,2019-08-02,58,71,0
1007564505310609410,Galangsr,popeyesivespa,"Jakarta Barat, DKI Jakarta",2018-06-15,15,28,0
736032421,ᴜᴘᴀᴀ,meogudon,Indonesia,2012-08-04,3042,2773,0
98063583,Bukan Mobil Balap,ngenggggggg_,Indonesia,2009-12-20,696,447,0
140734354,"ᯂᯒᯂᯇ᯲ , محمد ريزقي.",suavedoorman,"Yogyakarta, Indonesia",2010-05-06,171,367,0
736125615212875776,hi_high_hiy,taebrezeeeeee,Indonesia,2016-05-27,63,57,0
1134085236801789953,Lia | WTB PC SUNGCHAN 📌,onlyaa__,Indonesia,2019-05-30,518,596,0
1353699246,F.,febriiyf,Indonesia,2013-04-15,125,118,0
1330188841890811910,andal | jual netflix 30k antihold,AndalCoi,BCA DANA GOPAY OVO SHOPEEPAY,2020-11-21,871,785,0
1062418023829491712,V,savinahrf,Indonesia,2018-11-13,8,41,0
1062418023829491712,V,savinahrf,Indonesia,2018-11-13,8,41,0
122327756,Caramel Java Chip,dewiiw__,South tangerang,2010-03-12,1690,585,0
61190476,Fitrina Hasanah,helloino,♕ Di Hatinya ♕,2009-07-29,401,25,0
987723434690924544,Mr.Day (Hidayat Syahrani),asikinajaday,"East Borneo, Indonesia",2018-04-21,43,143,0
837868790,bald man bad,cilor10rb,Indonesia,2012-09-21,57,207,0
146867499,eh khalil.,senyumdongbang,"warteg ""doa ibu""",2010-05-22,466,283,0
850655454,karina🐾,ikrarikarina,she/her,2012-09-28,529,197,0
1104932378999324672,♡☽ 𝔦 𝔩𝔬𝔳𝔢 𝔶𝔬𝔲.☺︎✧,gracesudra8,"Cikarang, Indonesia",2019-03-11,63,87,0
1175492167898320896,M.iLYaS.MDR.,MdrIlyas,Indonesia,2019-09-21,8,31,0
2564956225,agibs,curdkobain,Indonesia,2014-06-13,343,191,0
241117889,adim.,dimasseptiana,di tempat dan waktu yang sama.,2011-01-21,1017,671,0
1245335636745187328,inigueawaa,Itssawaaa,Indonesia,2020-04-01,47,142,0
1155773048286400512,disメ,disri_pratama,"Jakarta, Indonesia",2019-07-29,453,463,0
242309235,squishy,dinnasetya,"Yogyakarta, Indonesia",2011-01-24,589,297,0
1286329214401015808,mionggg,boundbound11,Indonesia,2020-07-23,2,76,0
1189802355727859712,mangobet gear supra x,mahfudtwelve,Indonesia,2019-10-31,41,115,0
1282326934462947328,최해원,dandyoo97,"Gangnam-gu, Republic of Korea",2020-07-12,58,206,0
741459744930418688,Shasta,sastaangga,Indonesia,2016-06-11,32,296,0
1338083857065598976,️️ ️️️️️️️️️️️️️ ️🍒,creamsupkfc,Indonesia,2020-12-13,27,71,0
509651567,Galew .,gampanglewat,"Jatinegara, Indonesia",2012-03-01,189,554,0
78565229,KenzoCen,itsaleey,Indonesia,2009-09-30,4936,1536,0
501635854,uwu,kapaneuy,Somewhere over the 🌈,2012-02-24,269,183,0
961918657,Nel,nellysyahrinda,"Medan Kota, Indonesia",2012-11-21,1359,520,0
1229590519,cindy lila,tequcila,cindyliladewis on ig,2013-03-01,118,249,0
371538369,x.y,raya0866,Indonesia,2011-09-11,504,137,0
1225264746988896256,my boo,nicozulkarnain2,BEKASI,2020-02-06,9,63,0
1136647970185547776,𝐒𝐚𝐥𝐦𝐚 𝐀𝐦𝐞𝐥𝐢𝐚,itsburgermekdi,Indonesia,2019-06-06,308,438,0
1277119965854744577,butterfly,oreocokhlattt,Indonesia,2020-06-28,136,137,0
1343610515780587520,lolaii,kleponlovers123,Indonesia,2020-12-28,4,61,0
256915280,Indah M,indahmqq,Indonesia,2011-02-24,363,418,0
822716641,𝓭𝓱𝓲𝓵𝓪.,fdhilas,Indonesia,2012-09-14,1185,1165,0
224934222,Jun,monkiminko,Indonesia,2010-12-10,768,700,0
1191957293811802112,Ghazi Umara,ghazi_umara,Indonesia,2019-11-06,6,16,0
1363927800,Alinda Ayu P,alinda_manyun,"Ngawi, jawa timur",2013-04-19,607,452,0
1330188841890811910,andal | jual netflix 30k antihold,AndalCoi,BCA DANA GOPAY OVO SHOPEEPAY,2020-11-21,871,785,0
170561706,𝐌𝐞𝐢𝐦𝐞𝐢🌛,gummei_bear,Universe,2010-07-25,630,562,0
100064417,Richard Juno,JunoKawuwung,"ÜT: -6.25178,106.945109",2009-12-28,583,530,0
41753190,Git,Gitanggraini,Indonesia,2009-05-22,591,388,0
81505215,فيروز,fairuzhakimah,NGALAM,2009-10-11,621,728,0
1181968975472709633,el,o___el,Indonesia,2019-10-09,21,34,0
352907706,Kaula muda,Hasleeeeee,Indonesia,2011-08-11,482,437,0
1103950911028617216,puts,annisaa50611369,"Kota Malang, Jawa Timur",2019-03-08,13,15,0
392491615,zin,tetepzizin,malang,2011-10-17,457,197,0
1406878976,everydayesung,windajung369,"Bekasi, Jawa Barat",2013-05-06,363,454,0
1406878976,everydayesung,windajung369,"Bekasi, Jawa Barat",2013-05-06,363,454,0
49595152,SHELLAmad malam duhai kekasih,bunnchell,Indonesia,2009-06-22,768,538,0
796339918301605888,sending ma selfie to ✦NASA✦,cause_imastar,sky la,2016-11-09,401,540,0
796339918301605888,sending ma selfie to ✦NASA✦,cause_imastar,sky la,2016-11-09,401,540,0
70146484,IkeCaesariaReny,ikecaesar,"Jakarta Timur, DKI Jakarta",2009-08-30,188,162,0
81505215,فيروز,fairuzhakimah,NGALAM,2009-10-11,621,728,0
82795972,C,cacaaawws,+62,2009-10-16,445,175,0
2769698274,I'm a boss,cutiebigboss,Indonesia,2014-08-26,136,209,0
333297806,Firgie,FirgieDitara,Stamford Bridge ,2011-07-11,300,64,0
263085282,kris,dre_krislee,Indonesia,2011-03-09,407,311,0
231397460,Mathelda.S,TheldaStevani,Jakarta- Indonesia,2010-12-28,1585,537,0
100119205,maunyasiapa? ('▽'),didibfarfar,"Medan,indonesia",2009-12-29,446,318,0
1229915804,siapasi,deyeaaay,"Kediri, East Java, Indonesia",2013-03-01,300,222,0
183978314,Puteran balik,aceono,Back seat.,2010-08-28,373,453,0
1026289608,sil,yaelahsilvia,Indonesia ,2012-12-21,190,148,0
1265169993227923456,Gee,kucingdkk,Indonesia,2020-05-26,7,33,0
772819800,diva.,divanuzaibah,she/her,2012-08-22,349,172,0
896969982,Mas,Dwipraseetyo,"Bekasi, Jawa Barat",2012-10-22,328,338,0
1159940270,enjolll,angelinenath,Indonesia,2013-02-08,86,57,0
152658656,Nazam Fahrizal,nazamfahrizal,Indonesia,2010-06-06,702,529,0
1082860261155921926,Garin G,crispipotatoes,Indonesia,2019-01-09,34,87,0
84755343,anak ayam,OyaNorainiF,Indonesia,2009-10-24,456,345,0
1141133220,JN,inijeong,Indonesia,2013-02-02,2275,422,0
816835024418840577,della del rey,dandelweiss,+62 (0341) - (0435),2017-01-05,255,241,0
163307409,Bentara Panji Wiraphrana,Benaaawl,"Malang, Indonesia",2010-07-06,1372,651,0
3957674652,Chloé,sangatrindu,hatimu,2015-10-20,160,165,0
207003007,• tata ya tata •,Tatapps,Random Retweets so be prepare,2010-10-24,1183,973,0
4825366938,arbei,a_cupofangst,away from u,2016-01-28,78,150,0
1799039352,gyliieee,gylieey,Indonesia,2013-09-08,239,246,0
179391490,ntc,pacarnyaeunwoo,Outer space,2010-08-17,255,235,0
546447445,SHINee's back,pearlaqua2505,Indonesia,2012-04-06,479,333,0
166023867,Kurnia Al Fajar,Alfajar96,"Tanjungpinang , Kepulauan Riau",2010-07-13,477,462,0
468089807,SeedOwn (Shopee/Tokped),al_jabbar31,Indonesia,2012-01-19,463,216,0
387009666,Leni Indriani,Leniidr48,"Bulukerto, Indonesia",2011-10-08,457,272,0
2152039916,sa,uwuuusaa,Indonesia,2013-10-24,637,418,0
1186320014476857344,soeloe,soeloe3,Indonesia,2019-10-21,2,129,0
1191957293811802112,Ghazi Umara,ghazi_umara,Indonesia,2019-11-06,6,16,0
399209547,Davi,MhmmdGhadafi,"California, USA",2011-10-27,329,312,0
1201864429807099905,Nia,naniahun,Indonesia,2019-12-03,46,147,0
2152039916,sa,uwuuusaa,Indonesia,2013-10-24,637,418,0
1024345447240855552,.,jessxcxcldx,Indonesia,2018-07-31,148,243,0
240202681,alviana kusuma dewi,ehlhoo,Indonesia,2011-01-19,452,90,0
554234810,ᴷᴵᵀᴬ ᴮᵁᵀᵁᴴ ᵀᴬᴺᴷ,viodehgue,"Bekasi Timur, Indonesia",2012-04-15,130,115,0
1330188841890811910,andal | jual netflix 30k antihold,AndalCoi,BCA DANA GOPAY OVO SHOPEEPAY,2020-11-21,871,785,0
